챗GPT,NNP,0,챗지피티
ChatGPT,NNP,0,챗지피티
지피티,NNP,0,지피티
메타버스,NNG,0,메타버스
NFT,NNG,0,엔에프티
엔에프티,NNG,0,엔에프티
블록체인,NNG,0,블록체인
비트코인,NNP,0,비트코인
이더리움,NNP,0,이더리움
디파이,NNG,0,디파이
웹3,NNG,0,웹쓰리
클라우드,NNG,0,클라우드
엣지컴퓨팅,NNG,0,엣지컴퓨팅
생성AI,NNG,0,생성에이아이
생성형AI,NNG,0,생성형에이아이
LLM,NNG,0,엘엘엠
프롬프트,NNG,0,프롬프트
파인튜닝,NNG,0,파인튜닝
임베딩,NNG,0,임베딩
트랜스포머,NNG,0,트랜스포머
MZ,NNG,0,엠지
MZ세대,NNG,0,엠지세대
SNS,NNG,0,에스엔에스
ESG,NNG,0,이에스지
FSD,NNP,0,에프에스디
AI,NNG,0,에이아이
GPT,NNP,0,지피티
오픈AI,NNP,0,오픈에이아이
