ㄴ가,0,0,0,EF,*,F,ㄴ가,*,*,*,*
ㄴ감,0,0,0,EF,*,T,ㄴ감,*,*,*,*
ㄴ걸,0,0,0,EF,*,T,ㄴ걸,*,*,*,*
ㄴ고,0,0,0,EF,*,F,ㄴ고,*,*,*,*
ㄴ다,0,0,0,EF,*,F,ㄴ다,*,*,*,*
ㄴ다거나,0,0,0,EF,*,F,ㄴ다거나,*,*,*,*
ㄴ다고,0,0,0,EF,*,F,ㄴ다고,*,*,*,*
ㄴ다나,0,0,0,EF,*,F,ㄴ다나,*,*,*,*
ㄴ다네,0,0,0,EF,*,F,ㄴ다네,*,*,*,*
ㄴ다느냐,0,0,0,EF,*,F,ㄴ다느냐,*,*,*,*
ㄴ다는구나,0,0,0,EF,*,F,ㄴ다는구나,*,*,*,*
ㄴ다는구먼,0,0,0,EF,*,T,ㄴ다는구먼,*,*,*,*
ㄴ다니,0,0,0,EF,*,F,ㄴ다니,*,*,*,*
ㄴ다니까,0,0,0,EF,*,F,ㄴ다니까,*,*,*,*
ㄴ다더니,0,0,0,EF,*,F,ㄴ다더니,*,*,*,*
ㄴ다더라,0,0,0,EF,*,F,ㄴ다더라,*,*,*,*
ㄴ다던데,0,0,0,EF,*,F,ㄴ다던데,*,*,*,*
ㄴ다데,0,0,0,EF,*,F,ㄴ다데,*,*,*,*
ㄴ다면서,0,0,0,EF,*,F,ㄴ다면서,*,*,*,*
ㄴ다오,0,0,0,EF,*,F,ㄴ다오,*,*,*,*
ㄴ다지,0,0,0,EF,*,F,ㄴ다지,*,*,*,*
ㄴ단다,0,0,0,EF,*,F,ㄴ단다,*,*,*,*
ㄴ달까,0,0,0,EF,*,F,ㄴ달까,*,*,*,*
ㄴ담,0,0,0,EF,*,T,ㄴ담,*,*,*,*
ㄴ답니까,0,0,0,EF,*,F,ㄴ답니까,*,*,*,*
ㄴ답니다,0,0,0,EF,*,F,ㄴ답니다,*,*,*,*
ㄴ답디까,0,0,0,EF,*,F,ㄴ답디까,*,*,*,*
ㄴ답디다,0,0,0,EF,*,F,ㄴ답디다,*,*,*,*
ㄴ대,0,0,0,EF,*,F,ㄴ대,*,*,*,*
ㄴ대나,0,0,0,EF,*,F,ㄴ대나,*,*,*,*
ㄴ대요,0,0,0,EF,*,F,ㄴ대요,*,*,*,*
ㄴ댔어,0,0,0,EF,*,F,ㄴ댔어,*,*,*,*
ㄴ데,0,0,0,EF,*,F,ㄴ데,*,*,*,*
ㄴ뎁쇼,0,0,0,EF,*,F,ㄴ뎁쇼,*,*,*,*
ㄴ지,0,0,0,EF,*,F,ㄴ지,*,*,*,*
ㄴ지고,0,0,0,EF,*,F,ㄴ지고,*,*,*,*
ㄹ거나,0,0,0,EF,*,F,ㄹ거나,*,*,*,*
ㄹ걸,0,0,0,EF,*,T,ㄹ걸,*,*,*,*
ㄹ게,0,0,0,EF,*,F,ㄹ게,*,*,*,*
ㄹ까,0,0,0,EF,*,F,ㄹ까,*,*,*,*
ㄹ깝쇼,0,0,0,EF,*,F,ㄹ깝쇼,*,*,*,*
ㄹ꼬,0,0,0,EF,*,F,ㄹ꼬,*,*,*,*
ㄹ는지,0,0,0,EF,*,F,ㄹ는지,*,*,*,*
ㄹ데라구,0,0,0,EF,*,F,ㄹ데라구,*,*,*,*
ㄹ데라니,0,0,0,EF,*,F,ㄹ데라니,*,*,*,*
ㄹ라,0,0,0,EF,*,F,ㄹ라,*,*,*,*
ㄹ라고,0,0,0,EF,*,F,ㄹ라고,*,*,*,*
ㄹ란다,0,0,0,EF,*,F,ㄹ란다,*,*,*,*
ㄹ래,0,0,0,EF,*,F,ㄹ래,*,*,*,*
ㄹ런가,0,0,0,EF,*,F,ㄹ런가,*,*,*,*
ㄹ레,0,0,0,EF,*,F,ㄹ레,*,*,*,*
ㄹ레라,0,0,0,EF,*,F,ㄹ레라,*,*,*,*
ㄹ밖에,0,0,0,EF,*,F,ㄹ밖에,*,*,*,*
ㄹ사,0,0,0,EF,*,F,ㄹ사,*,*,*,*
ㄹ세,0,0,0,EF,*,F,ㄹ세,*,*,*,*
ㄹ세라,0,0,0,EF,*,F,ㄹ세라,*,*,*,*
ㄹ세말이지,0,0,0,EF,*,F,ㄹ세말이지,*,*,*,*
ㄹ시고,0,0,0,EF,*,F,ㄹ시고,*,*,*,*
ㄹ쏘냐,0,0,0,EF,*,F,ㄹ쏘냐,*,*,*,*
