아니,0,0,0,VCN,*,F,아니,*,*,*,*
아닌,0,0,0,VCN,*,T,아닌,*,*,*,*
아아니,0,0,0,VCN,*,F,아아니,*,*,*,*
아이,0,0,0,VCN,*,F,아이,*,*,*,*
앙이,0,0,0,VCN,*,F,앙이,*,*,*,*
앙이니,0,0,0,VCN,*,F,앙이니,*,*,*,*
이,0,0,0,VCN,*,F,이,*,*,*,*
